user_id,timestamp,city,country,lat,lon,ip,os,browser,failed_attempts,files_downloaded,mb_downloaded,api_calls,sensitive_access,session_minutes,scenario
EMP004,2026-08-31T19:25:00,Bengaluru,India,12.97,77.59,106.166.106.123,Ubuntu,Firefox,0,56,247.1,1014,5,279,
EMP014,2026-08-31T21:58:00,Chennai,India,13.08,80.27,157.252.194.43,Android,Chrome Mobile,0,25,40.1,733,3,235,
EMP013,2026-08-31T22:23:00,Kolkata,India,22.57,88.36,157.50.203.49,Windows 11,Chrome,2,12,12.8,166,1,402,
EMP013,2026-09-01T04:14:00,Kolkata,India,22.57,88.36,122.6.170.199,Windows 11,Chrome,0,6,5.4,127,1,312,
EMP008,2026-09-01T09:58:00,Pune,India,18.52,73.86,117.225.248.177,Android,Chrome Mobile,0,21,13.9,26,14,232,
EMP007,2026-09-01T10:02:00,Delhi,India,28.61,77.21,157.176.96.254,Windows 11,Edge,0,11,16.6,8,4,329,
EMP007,2026-09-01T10:30:00,Delhi,India,28.61,77.21,157.162.180.185,Windows 11,Edge,0,9,12.3,9,3,117,
EMP002,2026-09-01T11:08:00,Chennai,India,13.08,80.27,122.137.97.153,Windows 11,Edge,0,15,17.4,49,3,174,
EMP001,2026-09-01T11:19:00,Chennai,India,13.08,80.27,117.214.31.151,Windows 11,Chrome,1,14,34.8,189,0,181,
EMP004,2026-09-01T11:43:00,Bengaluru,India,12.97,77.59,106.43.216.213,Ubuntu,Firefox,1,55,291.4,857,5,383,
EMP006,2026-09-01T12:24:00,Hyderabad,India,17.39,78.49,157.192.85.247,macOS,Chrome,0,66,989.4,354,10,215,
EMP005,2026-09-01T14:21:00,Mumbai,India,19.08,72.88,117.193.216.171,Windows 11,Chrome,0,8,18.5,18,0,158,
EMP002,2026-09-01T14:24:00,Chennai,India,13.08,80.27,122.248.184.223,Windows 11,Edge,0,7,6.1,21,2,268,
EMP014,2026-09-01T14:34:00,Bengaluru,India,12.97,77.59,106.66.241.95,Ubuntu,Firefox,0,11,36.9,661,3,165,
EMP012,2026-09-01T15:50:00,Hyderabad,India,17.39,78.49,117.77.246.154,Android,Chrome Mobile,0,11,26.9,396,1,428,
EMP009,2026-09-01T15:57:00,Mumbai,India,19.08,72.88,106.9.95.18,iOS,Safari,0,28,143.9,14,0,379,
EMP010,2026-09-01T15:57:00,Chennai,India,13.08,80.27,49.184.61.47,macOS,Chrome,0,16,23.7,427,0,53,
EMP011,2026-09-01T16:05:00,Chennai,India,13.08,80.27,49.173.158.122,macOS,Safari,1,19,22.3,17,9,331,
EMP003,2026-09-01T16:07:00,Bengaluru,India,12.97,77.59,106.173.196.79,macOS,Safari,0,9,5.4,20,5,185,
EMP005,2026-09-01T17:00:00,Mumbai,India,19.08,72.88,106.214.148.178,Windows 11,Chrome,0,12,41.0,14,2,271,
EMP015,2026-09-01T17:23:00,Vellore,India,12.92,79.13,117.113.164.120,Windows 11,Chrome,0,15,13.5,41,3,163,
EMP006,2026-09-01T17:43:00,Hyderabad,India,17.39,78.49,106.167.120.60,macOS,Chrome,0,12,139.5,312,1,338,
EMP013,2026-09-02T02:49:00,Kolkata,India,22.57,88.36,157.155.185.82,Windows 11,Chrome,0,9,6.3,149,1,98,
EMP014,2026-09-02T07:21:00,Bengaluru,India,12.97,77.59,122.208.152.216,Ubuntu,Firefox,0,21,45.6,532,4,175,
EMP011,2026-09-02T08:07:00,Chennai,India,13.08,80.27,157.1.49.86,iOS,Safari,0,16,15.5,8,8,156,
EMP012,2026-09-02T10:14:00,Hyderabad,India,17.39,78.49,157.127.51.159,Windows 11,Edge,0,14,58.7,558,1,322,
EMP006,2026-09-02T10:36:00,Hyderabad,India,17.39,78.49,117.1.13.96,iOS,Safari,0,69,962.2,395,13,306,
EMP010,2026-09-02T10:55:00,Chennai,India,13.08,80.27,157.18.185.154,macOS,Chrome,0,16,20.7,336,2,238,
EMP003,2026-09-02T11:46:00,Bengaluru,India,12.97,77.59,117.50.18.134,macOS,Safari,0,6,4.9,21,2,279,
EMP011,2026-09-02T11:49:00,Chennai,India,13.08,80.27,117.17.190.1,iOS,Safari,0,6,8.1,14,4,327,
EMP015,2026-09-02T11:57:00,Vellore,India,12.92,79.13,117.69.167.94,Windows 11,Chrome,0,15,21.0,19,2,266,
EMP008,2026-09-02T12:29:00,Pune,India,18.52,73.86,117.113.196.213,Windows 11,Chrome,0,20,13.3,27,8,229,
EMP012,2026-09-02T13:38:00,Hyderabad,India,17.39,78.49,122.205.3.94,Android,Chrome Mobile,0,24,62.7,391,2,299,
EMP010,2026-09-02T14:06:00,Chennai,India,13.08,80.27,157.205.46.44,macOS,Chrome,0,10,13.4,341,0,249,
EMP009,2026-09-02T14:11:00,Mumbai,India,19.08,72.88,106.56.84.163,macOS,Safari,0,22,151.6,29,0,136,
EMP004,2026-09-02T14:18:00,Delhi,India,28.61,77.21,106.245.173.249,Ubuntu,Firefox,0,32,148.4,877,2,393,
EMP001,2026-09-02T14:23:00,Hyderabad,India,17.39,78.49,49.178.31.251,Windows 11,Chrome,0,16,33.9,265,0,220,
EMP005,2026-09-02T16:09:00,Hyderabad,India,17.39,78.49,117.54.70.73,Windows 11,Chrome,1,10,25.4,17,3,227,
EMP014,2026-09-02T16:29:00,Bengaluru,India,12.97,77.59,117.9.153.192,Ubuntu,Firefox,0,15,42.7,362,3,173,
EMP015,2026-09-02T16:32:00,Vellore,India,12.92,79.13,49.207.179.240,Windows 11,Chrome,0,13,9.4,34,0,244,
EMP006,2026-09-02T16:34:00,Hyderabad,India,17.39,78.49,122.210.72.101,macOS,Chrome,2,29,481.1,440,2,189,
EMP007,2026-09-02T17:28:00,Delhi,India,28.61,77.21,106.41.182.51,Windows 11,Edge,0,20,15.8,11,11,265,
EMP002,2026-09-02T17:39:00,Pune,India,18.52,73.86,49.147.142.146,Windows 11,Edge,1,30,33.5,42,15,236,
EMP001,2026-09-02T18:12:00,Hyderabad,India,17.39,78.49,49.25.130.119,Windows 11,Chrome,0,17,20.4,267,0,261,
EMP014,2026-09-03T05:32:00,Bengaluru,India,12.97,77.59,157.134.1.92,Ubuntu,Firefox,0,10,30.2,689,1,216,
EMP012,2026-09-03T08:14:00,Hyderabad,India,17.39,78.49,122.116.165.9,Windows 11,Edge,0,14,33.1,423,3,159,
EMP007,2026-09-03T09:48:00,Delhi,India,28.61,77.21,117.105.34.64,Windows 11,Edge,0,10,14.7,9,5,311,
EMP009,2026-09-03T10:27:00,Mumbai,India,19.08,72.88,49.163.58.198,macOS,Safari,0,15,91.3,24,0,201,
EMP001,2026-09-03T11:39:00,Chennai,India,13.08,80.27,122.159.142.11,Windows 11,Chrome,0,18,24.2,290,0,179,
EMP005,2026-09-03T11:41:00,Mumbai,India,19.08,72.88,106.36.87.19,Windows 11,Chrome,1,7,22.6,14,1,129,
EMP001,2026-09-03T11:59:00,Chennai,India,13.08,80.27,157.8.24.36,Windows 11,Chrome,0,4,9.9,185,0,200,
EMP008,2026-09-03T12:11:00,Pune,India,18.52,73.86,117.121.108.102,Android,Chrome Mobile,0,19,19.5,33,12,323,
EMP003,2026-09-03T12:22:00,Bengaluru,India,12.97,77.59,106.174.134.173,macOS,Safari,0,14,5.4,28,9,383,
EMP015,2026-09-03T13:00:00,Vellore,India,12.92,79.13,106.15.54.118,Android,Chrome Mobile,0,21,19.0,20,0,296,
EMP010,2026-09-03T13:02:00,Chennai,India,13.08,80.27,157.179.183.128,macOS,Chrome,0,16,21.1,367,0,257,
EMP008,2026-09-03T14:21:00,Pune,India,18.52,73.86,117.225.100.82,Windows 11,Chrome,0,13,11.5,26,7,253,
EMP011,2026-09-03T14:21:00,Chennai,India,13.08,80.27,117.145.98.13,macOS,Safari,0,15,16.1,9,11,324,
EMP002,2026-09-03T14:25:00,Chennai,India,13.08,80.27,157.207.181.103,Windows 11,Edge,0,22,16.7,36,11,202,
EMP007,2026-09-03T14:36:00,Delhi,India,28.61,77.21,106.252.7.65,Windows 11,Edge,0,8,13.1,12,3,329,
EMP015,2026-09-03T14:39:00,Vellore,India,12.92,79.13,117.84.118.221,Windows 11,Chrome,0,11,15.2,39,1,147,
EMP004,2026-09-03T15:33:00,Bengaluru,India,12.97,77.59,157.18.184.179,Ubuntu,Firefox,0,39,129.8,1214,1,323,
EMP009,2026-09-03T15:34:00,Mumbai,India,19.08,72.88,117.95.111.8,macOS,Safari,0,20,123.5,17,0,214,
EMP005,2026-09-03T17:06:00,Mumbai,India,19.08,72.88,157.178.143.92,Android,Chrome Mobile,0,9,23.9,5,0,223,
EMP006,2026-09-03T18:13:00,Delhi,India,28.61,77.21,49.114.196.198,macOS,Chrome,1,37,485.5,231,5,176,
EMP004,2026-09-03T20:19:00,Bengaluru,India,12.97,77.59,117.172.181.29,Ubuntu,Firefox,1,36,185.0,1319,4,106,
EMP013,2026-09-03T21:41:00,Kolkata,India,22.57,88.36,122.126.166.238,Android,Chrome Mobile,0,12,10.6,172,0,311,
EMP013,2026-09-03T23:07:00,Kolkata,India,22.57,88.36,49.186.214.15,Windows 11,Chrome,0,7,8.4,120,1,304,
EMP013,2026-09-04T00:26:00,Kolkata,India,22.57,88.36,106.187.95.51,Windows 11,Chrome,0,6,8.2,112,1,262,
EMP014,2026-09-04T04:04:00,Bengaluru,India,12.97,77.59,106.116.235.100,Android,Chrome Mobile,0,22,73.4,499,1,353,
EMP015,2026-09-04T09:15:00,Vellore,India,12.92,79.13,122.56.122.216,Windows 11,Chrome,0,13,9.9,45,1,279,
EMP003,2026-09-04T10:25:00,Bengaluru,India,12.97,77.59,117.109.119.146,macOS,Safari,0,13,7.0,25,4,251,
EMP009,2026-09-04T10:32:00,Mumbai,India,19.08,72.88,106.186.193.167,macOS,Safari,0,37,269.1,23,1,198,
EMP010,2026-09-04T11:54:00,Chennai,India,13.08,80.27,49.201.125.45,macOS,Chrome,0,9,15.3,278,0,304,
EMP006,2026-09-04T12:38:00,Hyderabad,India,17.39,78.49,117.108.233.126,macOS,Chrome,0,38,317.9,441,0,226,
EMP008,2026-09-04T13:09:00,Pune,India,18.52,73.86,49.24.11.196,Windows 11,Chrome,0,23,16.6,32,8,185,
EMP002,2026-09-04T14:15:00,Chennai,India,13.08,80.27,157.249.174.48,Windows 11,Edge,1,36,30.3,31,9,130,
EMP008,2026-09-04T15:00:00,Pune,India,18.52,73.86,122.108.200.9,Windows 11,Chrome,0,16,13.0,32,6,252,
EMP001,2026-09-04T15:31:00,Chennai,India,13.08,80.27,157.21.190.39,Android,Chrome Mobile,0,5,10.5,244,0,335,
EMP007,2026-09-04T15:59:00,Delhi,India,28.61,77.21,122.212.186.94,Windows 11,Edge,0,17,26.6,13,11,333,
EMP012,2026-09-04T16:12:00,Hyderabad,India,17.39,78.49,106.170.92.84,Android,Chrome Mobile,2,19,51.9,477,2,229,
EMP005,2026-09-04T17:37:00,Mumbai,India,19.08,72.88,122.47.132.12,Windows 11,Chrome,0,8,12.4,15,1,235,
EMP011,2026-09-04T18:06:00,Chennai,India,13.08,80.27,49.114.63.172,macOS,Safari,0,19,34.5,11,14,276,
EMP004,2026-09-04T18:48:00,Bengaluru,India,12.97,77.59,117.23.171.123,Ubuntu,Firefox,0,18,62.8,853,1,158,
EMP014,2026-09-05T11:35:00,Bengaluru,India,12.97,77.59,117.161.108.231,Ubuntu,Firefox,1,17,29.4,563,1,243,
EMP014,2026-09-05T16:38:00,Bengaluru,India,12.97,77.59,49.207.32.53,Ubuntu,Firefox,0,17,55.1,473,4,231,
EMP014,2026-09-06T15:01:00,Bengaluru,India,12.97,77.59,106.125.71.112,Ubuntu,Firefox,0,19,43.1,543,3,252,
EMP014,2026-09-06T18:42:00,Bengaluru,India,12.97,77.59,106.5.92.214,Android,Chrome Mobile,0,15,45.7,528,1,342,
EMP013,2026-09-06T23:34:00,Kolkata,India,22.57,88.36,157.53.77.83,Windows 11,Chrome,1,12,13.4,123,0,287,
EMP013,2026-09-07T04:50:00,Kolkata,India,22.57,88.36,117.168.184.237,Windows 11,Chrome,0,10,12.6,140,0,325,
EMP015,2026-09-07T09:29:00,Vellore,India,12.92,79.13,157.223.174.254,Windows 11,Chrome,0,17,14.1,45,1,476,
EMP005,2026-09-07T10:42:00,Mumbai,India,19.08,72.88,157.63.163.140,Windows 11,Chrome,0,5,12.9,15,1,244,
EMP008,2026-09-07T11:08:00,Kolkata,India,22.57,88.36,157.20.167.125,Windows 11,Chrome,0,20,20.4,33,9,355,
EMP012,2026-09-07T11:29:00,Hyderabad,India,17.39,78.49,157.180.132.197,Windows 11,Edge,0,21,87.8,391,5,80,
EMP011,2026-09-07T11:53:00,Chennai,India,13.08,80.27,49.21.166.112,macOS,Safari,0,20,41.2,8,10,165,
EMP001,2026-09-07T12:01:00,Chennai,India,13.08,80.27,106.248.202.131,Windows 11,Chrome,0,16,26.2,151,2,285,
EMP010,2026-09-07T13:06:00,Chennai,India,13.08,80.27,117.106.215.166,macOS,Chrome,0,13,22.6,410,0,269,
EMP005,2026-09-07T14:14:00,Mumbai,India,19.08,72.88,157.237.216.232,Windows 11,Chrome,1,10,29.5,20,2,181,
EMP009,2026-09-07T14:22:00,Mumbai,India,19.08,72.88,49.209.122.147,macOS,Safari,0,20,166.2,20,1,253,
EMP002,2026-09-07T14:32:00,Chennai,India,13.08,80.27,117.120.17.158,iOS,Safari,0,22,19.1,43,10,205,
EMP003,2026-09-07T15:53:00,Bengaluru,India,12.97,77.59,49.199.87.151,macOS,Safari,0,14,9.7,28,2,147,
EMP007,2026-09-07T16:18:00,Chennai,India,13.08,80.27,49.17.44.50,iOS,Safari,0,8,11.7,12,5,187,
EMP006,2026-09-07T16:37:00,Hyderabad,India,17.39,78.49,106.192.128.189,macOS,Chrome,0,38,350.1,311,2,224,
EMP012,2026-09-07T16:59:00,Hyderabad,India,17.39,78.49,106.13.122.192,Windows 11,Edge,0,13,41.1,496,3,272,
EMP009,2026-09-07T17:25:00,Mumbai,India,19.08,72.88,122.120.231.129,macOS,Safari,0,4,31.9,18,0,221,
EMP010,2026-09-07T18:02:00,Chennai,India,13.08,80.27,157.13.35.237,macOS,Chrome,0,17,38.2,292,0,203,
EMP014,2026-09-07T18:03:00,Bengaluru,India,12.97,77.59,106.239.235.177,Ubuntu,Firefox,0,22,54.9,570,1,266,
EMP004,2026-09-07T19:03:00,Bengaluru,India,12.97,77.59,117.170.214.136,Ubuntu,Firefox,0,41,188.2,766,3,127,
EMP012,2026-09-08T10:17:00,Hyderabad,India,17.39,78.49,117.203.181.96,Windows 11,Edge,0,27,84.0,333,0,126,
EMP011,2026-09-08T10:21:00,Chennai,India,13.08,80.27,157.233.164.47,iOS,Safari,0,19,27.5,11,12,262,
EMP001,2026-09-08T11:43:00,Chennai,India,13.08,80.27,106.64.252.133,Windows 11,Chrome,0,20,41.8,160,1,381,
EMP008,2026-09-08T11:51:00,Pune,India,18.52,73.86,106.254.50.188,Windows 11,Chrome,0,23,15.6,24,14,311,
EMP002,2026-09-08T12:06:00,Chennai,India,13.08,80.27,117.215.200.12,iOS,Safari,1,33,39.0,49,9,291,
EMP011,2026-09-08T12:24:00,Chennai,India,13.08,80.27,157.47.24.47,macOS,Safari,0,19,35.6,8,7,259,
EMP009,2026-09-08T12:30:00,Pune,India,18.52,73.86,122.117.112.75,macOS,Safari,0,39,326.9,27,0,306,
EMP005,2026-09-08T12:51:00,Mumbai,India,19.08,72.88,117.161.83.16,Windows 11,Chrome,0,12,29.5,10,1,306,
EMP010,2026-09-08T13:00:00,Chennai,India,13.08,80.27,49.177.154.23,macOS,Chrome,0,10,15.9,212,0,42,
EMP004,2026-09-08T13:31:00,Bengaluru,India,12.97,77.59,157.178.51.149,Ubuntu,Firefox,0,30,97.4,1144,1,298,
EMP003,2026-09-08T13:42:00,Bengaluru,India,12.97,77.59,106.37.17.59,macOS,Safari,1,11,4.6,20,6,154,
EMP006,2026-09-08T14:37:00,Hyderabad,India,17.39,78.49,106.82.21.53,macOS,Chrome,0,34,329.0,345,4,147,
EMP014,2026-09-08T15:05:00,Bengaluru,India,12.97,77.59,106.109.24.56,Android,Chrome Mobile,1,21,57.7,840,1,316,
EMP002,2026-09-08T15:50:00,Chennai,India,13.08,80.27,157.86.164.168,Windows 11,Edge,0,27,20.2,30,11,352,
EMP003,2026-09-08T16:25:00,Bengaluru,India,12.97,77.59,117.240.134.25,macOS,Safari,0,7,5.9,23,2,66,
EMP007,2026-09-08T16:29:00,Delhi,India,28.61,77.21,157.193.64.241,Windows 11,Edge,0,6,5.0,7,3,121,
EMP012,2026-09-08T16:35:00,Hyderabad,India,17.39,78.49,106.202.87.23,Android,Chrome Mobile,0,20,72.0,394,2,251,
EMP006,2026-09-08T16:37:00,Hyderabad,India,17.39,78.49,157.160.111.61,macOS,Chrome,0,34,473.6,371,4,340,
EMP015,2026-09-08T17:55:00,Pune,India,18.52,73.86,106.212.188.224,Windows 11,Chrome,2,16,16.2,34,1,355,
EMP001,2026-09-08T18:52:00,Chennai,India,13.08,80.27,157.4.155.125,Android,Chrome Mobile,0,16,27.0,272,1,296,
EMP014,2026-09-08T19:17:00,Bengaluru,India,12.97,77.59,49.218.26.56,Android,Chrome Mobile,0,16,27.9,747,0,293,
EMP013,2026-09-08T21:15:00,Kolkata,India,22.57,88.36,157.61.58.186,Windows 11,Chrome,0,7,6.3,122,0,302,
EMP014,2026-09-09T01:25:00,Bengaluru,India,12.97,77.59,117.247.188.83,Android,Chrome Mobile,0,22,40.9,238,0,255,
EMP004,2026-09-09T02:09:00,Amsterdam,Netherlands,52.37,4.9,45.191.243.159,Linux,Headless Chrome,25,63,251.3,1480,26,9,credential_stuffing
EMP013,2026-09-09T05:59:00,Kolkata,India,22.57,88.36,157.38.28.45,Windows 11,Chrome,0,11,10.2,170,1,288,
EMP001,2026-09-09T09:02:00,Chennai,India,13.08,80.27,117.98.219.156,Windows 11,Chrome,0,11,19.7,162,1,114,
EMP001,2026-09-09T10:17:00,Chennai,India,13.08,80.27,106.109.251.128,Windows 11,Chrome,0,4,9.0,160,1,251,
EMP007,2026-09-09T10:36:00,Delhi,India,28.61,77.21,106.87.128.167,Windows 11,Edge,0,15,15.2,13,10,248,
EMP012,2026-09-09T11:19:00,Hyderabad,India,17.39,78.49,117.119.210.104,Windows 11,Edge,0,20,49.5,366,3,416,
EMP010,2026-09-09T11:35:00,Chennai,India,13.08,80.27,49.91.191.25,macOS,Chrome,0,13,17.4,280,1,302,
EMP006,2026-09-09T11:57:00,Hyderabad,India,17.39,78.49,117.231.211.236,macOS,Chrome,0,35,301.5,385,3,95,
EMP008,2026-09-09T12:18:00,Kolkata,India,22.57,88.36,106.112.130.197,Windows 11,Chrome,0,17,15.8,26,10,358,
EMP011,2026-09-09T12:31:00,Chennai,India,13.08,80.27,122.161.176.115,iOS,Safari,0,17,22.0,17,7,350,
EMP008,2026-09-09T14:18:00,Kolkata,India,22.57,88.36,117.92.85.22,Windows 11,Chrome,0,10,9.3,27,1,273,
EMP009,2026-09-09T14:46:00,Mumbai,India,19.08,72.88,117.122.39.99,macOS,Safari,0,29,180.1,26,0,359,
EMP003,2026-09-09T15:12:00,Singapore,Singapore,1.35,103.82,45.105.53.155,Linux,python-httpx,0,97,58.0,3202,45,9,rogue_ai_agent
EMP002,2026-09-09T16:08:00,Chennai,India,13.08,80.27,157.124.84.55,iOS,Safari,0,25,19.2,14,7,63,
EMP003,2026-09-09T16:15:00,Bengaluru,India,12.97,77.59,117.134.235.116,iOS,Safari,0,5,3.6,25,2,229,
EMP015,2026-09-09T16:47:00,Vellore,India,12.92,79.13,117.230.55.236,Windows 11,Chrome,0,10,7.5,31,0,248,
EMP002,2026-09-09T17:00:00,Chennai,India,13.08,80.27,157.199.154.3,Windows 11,Edge,0,28,28.1,35,7,256,
EMP005,2026-09-09T17:29:00,Mumbai,India,19.08,72.88,117.163.113.135,Windows 11,Chrome,0,9,25.0,14,0,278,
EMP004,2026-09-09T19:09:00,Bengaluru,India,12.97,77.59,49.80.176.71,Android,Chrome Mobile,0,30,106.3,1081,1,289,
EMP013,2026-09-10T00:06:00,Kolkata,India,22.57,88.36,157.238.201.208,Windows 11,Chrome,0,11,6.9,117,0,189,
EMP002,2026-09-10T03:29:00,Lagos,Nigeria,6.52,3.38,194.196.22.30,Linux,Firefox,1,861,930.0,263,676,27,account_takeover
EMP015,2026-09-10T09:10:00,Vellore,India,12.92,79.13,106.42.57.36,Windows 11,Chrome,0,21,14.8,32,2,283,
EMP002,2026-09-10T09:44:00,Delhi,India,28.61,77.21,106.22.41.112,Windows 11,Edge,1,14,14.1,39,6,195,
EMP003,2026-09-10T11:11:00,Bengaluru,India,12.97,77.59,49.200.188.143,macOS,Safari,0,10,4.8,26,4,239,
EMP002,2026-09-10T11:42:00,Delhi,India,28.61,77.21,157.120.104.84,Windows 11,Edge,0,24,22.1,34,7,330,
EMP006,2026-09-10T12:12:00,Hyderabad,India,17.39,78.49,157.228.169.125,iOS,Safari,0,42,443.9,467,3,258,
EMP003,2026-09-10T13:42:00,Bengaluru,India,12.97,77.59,49.42.246.61,macOS,Safari,1,11,6.8,25,3,285,
EMP001,2026-09-10T14:40:00,Chennai,India,13.08,80.27,157.244.4.248,Windows 11,Chrome,0,21,23.6,272,1,168,
EMP007,2026-09-10T15:35:00,Delhi,India,28.61,77.21,117.38.176.176,Windows 11,Edge,0,3,4.7,7,0,250,
EMP012,2026-09-10T15:38:00,Hyderabad,India,17.39,78.49,122.105.17.117,Windows 11,Edge,0,13,32.9,433,0,199,
EMP007,2026-09-10T16:11:00,Delhi,India,28.61,77.21,157.107.177.30,Windows 11,Edge,0,13,17.9,6,5,396,
EMP014,2026-09-10T16:24:00,Bengaluru,India,12.97,77.59,106.76.204.76,Ubuntu,Firefox,0,17,30.1,431,2,200,
EMP015,2026-09-10T16:33:00,Vellore,India,12.92,79.13,49.197.141.157,Windows 11,Chrome,0,19,15.2,37,2,323,
EMP010,2026-09-10T16:37:00,Chennai,India,13.08,80.27,49.118.144.199,macOS,Chrome,0,13,18.6,283,0,123,
EMP008,2026-09-10T16:47:00,Pune,India,18.52,73.86,157.57.111.97,Android,Chrome Mobile,0,7,5.7,38,3,9,
EMP015,2026-09-10T16:53:00,Moscow,Russia,55.76,37.62,91.22.146.150,Windows 10,Firefox,2,93,93.4,39,28,41,impossible_travel
EMP005,2026-09-10T17:53:00,Mumbai,India,19.08,72.88,49.50.199.219,Windows 11,Chrome,0,7,11.4,11,2,206,
EMP009,2026-09-10T17:55:00,Mumbai,India,19.08,72.88,49.27.29.43,macOS,Safari,0,24,148.9,13,0,155,
EMP009,2026-09-10T17:56:00,Mumbai,India,19.08,72.88,49.250.20.79,macOS,Safari,0,30,242.9,20,1,154,
EMP011,2026-09-10T18:14:00,Chennai,India,13.08,80.27,122.157.245.168,macOS,Safari,0,5,4.7,13,2,335,
EMP010,2026-09-10T18:57:00,Chennai,India,13.08,80.27,157.137.176.148,macOS,Chrome,0,11,21.9,219,0,207,
EMP004,2026-09-10T19:11:00,Bengaluru,India,12.97,77.59,117.28.16.82,Ubuntu,Firefox,0,37,152.9,1002,2,152,
EMP013,2026-09-11T00:08:00,Kolkata,India,22.57,88.36,106.202.254.224,Windows 11,Chrome,0,10,10.6,90,0,129,
EMP010,2026-09-11T10:58:00,Chennai,India,13.08,80.27,49.175.201.191,macOS,Chrome,0,19,42.7,303,0,235,
EMP004,2026-09-11T11:14:00,Bengaluru,India,12.97,77.59,49.205.113.217,Ubuntu,Firefox,0,37,113.8,905,3,382,
EMP011,2026-09-11T11:37:00,Chennai,India,13.08,80.27,106.230.120.19,macOS,Safari,0,13,26.2,13,8,265,
EMP002,2026-09-11T12:02:00,Kolkata,India,22.57,88.36,117.75.148.189,iOS,Safari,0,14,15.8,35,5,134,
EMP008,2026-09-11T12:23:00,Pune,India,18.52,73.86,157.16.202.182,Windows 11,Chrome,0,32,26.6,42,12,204,
EMP009,2026-09-11T12:23:00,Mumbai,India,19.08,72.88,106.20.235.186,iOS,Safari,0,4,17.2,26,0,39,
EMP003,2026-09-11T12:35:00,Bengaluru,India,12.97,77.59,117.58.27.104,macOS,Safari,1,8,4.2,31,1,340,
EMP007,2026-09-11T12:44:00,Delhi,India,28.61,77.21,157.57.124.92,Windows 11,Edge,0,9,10.2,13,2,402,
EMP015,2026-09-11T12:53:00,Vellore,India,12.92,79.13,157.43.252.146,Windows 11,Chrome,2,15,9.8,24,3,189,
EMP002,2026-09-11T13:08:00,Kolkata,India,22.57,88.36,106.236.184.111,iOS,Safari,0,26,15.7,43,8,294,
EMP008,2026-09-11T13:10:00,Pune,India,18.52,73.86,49.46.64.56,Windows 11,Chrome,0,13,9.2,31,5,259,
EMP001,2026-09-11T13:49:00,Chennai,India,13.08,80.27,122.192.90.18,Windows 11,Chrome,0,26,41.0,182,1,47,
EMP001,2026-09-11T15:11:00,Chennai,India,13.08,80.27,117.81.83.24,Windows 11,Chrome,0,19,39.1,243,1,199,
EMP012,2026-09-11T16:02:00,Hyderabad,India,17.39,78.49,122.142.1.10,Windows 11,Edge,0,10,35.5,606,0,271,
EMP005,2026-09-11T16:15:00,Mumbai,India,19.08,72.88,117.246.152.73,Windows 11,Chrome,0,6,13.3,10,0,262,
EMP006,2026-09-11T19:11:00,Hyderabad,India,17.39,78.49,106.164.10.37,macOS,Chrome,0,52,600.8,374,4,374,
EMP014,2026-09-11T19:28:00,Pune,India,18.52,73.86,117.49.15.151,Ubuntu,Firefox,0,23,71.9,563,3,189,
EMP011,2026-09-11T22:34:00,Chennai,India,13.08,80.27,117.241.90.103,macOS,Safari,0,302,1764.3,16,237,102,insider_exfiltration
EMP002,2026-09-12T03:15:00,Ashburn,United States,39.04,-77.49,45.44.214.215,Linux,Headless Chrome,15,113,101.7,91,27,17,credential_stuffing
EMP008,2026-09-12T15:26:00,Frankfurt,Germany,50.11,8.68,193.60.40.144,Linux,python-httpx,0,205,163.7,4815,78,11,rogue_ai_agent
EMP015,2026-09-12T18:25:00,Kolkata,India,22.57,88.36,122.125.233.89,Android,Chrome Mobile,2,46,50.5,143,4,68,stealth_exfiltration
EMP009,2026-09-13T01:28:00,Frankfurt,Germany,50.11,8.68,91.20.85.176,Linux,Firefox,0,1413,10171.3,133,997,28,account_takeover
EMP012,2026-09-13T12:28:00,Ashburn,United States,39.04,-77.49,185.178.142.74,Linux,python-httpx,0,176,527.2,36478,67,11,rogue_ai_agent
EMP009,2026-09-13T15:39:00,Pune,India,18.52,73.86,157.7.2.13,iOS,Safari,0,28,203.2,13,1,366,
EMP009,2026-09-13T15:50:00,Pune,India,18.52,73.86,117.42.145.30,macOS,Safari,0,16,66.0,22,1,284,
EMP005,2026-09-13T22:40:00,Mumbai,India,19.08,72.88,106.156.142.174,Windows 11,Chrome,0,279,2188.4,15,213,137,insider_exfiltration
EMP013,2026-09-14T01:00:00,Kolkata,India,22.57,88.36,117.235.84.190,Windows 11,Chrome,2,11,7.5,102,0,324,
EMP014,2026-09-14T03:26:00,Kolkata,India,22.57,88.36,106.204.76.83,Ubuntu,Firefox,0,12,26.9,253,2,228,
EMP011,2026-09-14T08:14:00,Chennai,India,13.08,80.27,122.9.28.11,macOS,Safari,2,20,28.7,11,16,260,
EMP015,2026-09-14T09:08:00,Vellore,India,12.92,79.13,117.217.113.77,Windows 11,Chrome,0,15,10.9,24,3,249,
EMP007,2026-09-14T09:18:00,Delhi,India,28.61,77.21,117.29.202.172,iOS,Safari,0,12,12.6,11,5,125,
EMP015,2026-09-14T09:42:00,Vellore,India,12.92,79.13,122.193.247.77,Windows 11,Chrome,0,14,17.4,29,1,130,
EMP008,2026-09-14T10:05:00,Pune,India,18.52,73.86,49.39.94.145,Windows 11,Chrome,0,27,25.9,29,12,324,
